Temperature,RH,Ws,Wind_Direction,Rain,Rain_3D_Sum,Rain_7D_Sum,Temp_3D_Max,RH_3D_Mean,Dryness_Index,VPD,Surface_Temp,Soil_Temp,Soil_Moisture,Dew_Point,Pressure,Evapotranspiration,is_day,month_sin,month_cos,hour_sin,hour_cos,NDVI,Fuel_Type_Conifer,Resin_Ignition_Potential,Nearest_Fire_Dist_KM,Wind_Fire_Vector_Alignment,is_fire
49.07,23.37,24.3,8.9,0.0,0.0,0.0,49.56,23.37,2.1,9.0259,50.56,49.07,0.01,33.31,1007.1,1.69,0,0.5,0.866,0.5,0.866,0.036,0.0,0.0,100.0,180.0,0
28.78,30.98,16.78,356.8,0.71,1.22,1.23,27.92,37.82,0.929,2.7296,33.19,29.41,0.149,14.34,1017.6,5.85,0,-1.0,-0.0,0.2588,-0.9659,0.226,0.208,0.0423,15.11,39.8,1
39.14,8.43,24.81,316.6,0.0,0.22,0.36,39.26,11.78,4.642,6.4487,53.86,48.84,0.051,10.58,1001.0,11.0,1,-0.866,-0.5,-0.7071,-0.7071,0.682,0.739,2.0926,2.64,23.0,1
9.16,56.94,8.91,344.1,0.54,1.77,1.72,9.2,63.38,0.161,0.4998,9.58,9.08,0.207,3.73,1016.7,2.87,1,0.5,-0.866,0.7071,-0.7071,0.566,0.287,0.0257,62.21,143.3,0
30.3,42.5,13.52,144.1,0.02,4.13,0.74,31.15,45.74,0.713,2.4827,32.8,31.66,0.137,14.95,1008.5,5.72,1,-0.866,-0.5,-0.7071,-0.7071,0.248,0.415,0.0718,28.64,54.9,1
40.64,8.88,43.09,1.9,0.0,0.14,0.28,42.67,13.58,4.576,6.9519,50.48,44.0,0.061,13.18,1001.5,7.33,1,-0.5,-0.866,0.0,-1.0,0.648,0.871,2.321,2.34,21.5,1
7.03,64.27,7.64,239.8,0.45,1.54,43.86,7.21,67.28,0.109,0.3586,6.49,8.99,0.344,1.47,1021.6,1.91,0,1.0,0.0,0.2588,0.9659,0.493,0.234,0.0124,81.45,138.1,0
42.07,21.77,39.05,132.5,0.0,0.06,0.0,42.9,24.92,1.933,6.4365,49.12,47.33,0.016,16.62,999.5,10.78,1,-0.5,-0.866,0.0,-1.0,0.616,0.769,0.8757,3.11,1.3,1
50.87,50.13,5.97,49.0,0.0,0.0,0.0,51.75,50.13,1.015,6.422,58.45,50.87,0.01,28.68,1013.4,5.8,0,0.0,-1.0,-0.866,-0.5,0.01,0.0,0.0,100.0,180.0,0
10.8,76.63,3.35,61.2,0.73,10.05,12.03,9.59,76.19,0.141,0.3028,11.72,12.02,0.347,5.29,1024.5,0.1,0,0.866,-0.5,-1.0,-0.0,0.486,0.039,0.0027,80.2,118.4,0
46.16,16.07,29.24,141.3,0.0,0.0,0.0,46.77,16.07,2.872,8.5331,58.96,46.16,0.0,16.11,1008.5,7.85,1,-0.0,1.0,0.2588,-0.9659,0.018,0.0,0.0,100.0,180.0,0
41.03,51.18,18.67,129.6,0.0,0.0,0.0,41.41,51.18,0.802,3.8035,48.78,41.03,0.0,24.89,1011.2,0.89,0,-0.5,-0.866,0.866,0.5,0.01,0.0,0.0,100.0,180.0,0
6.0,82.29,8.96,272.9,1.45,12.73,7.57,5.52,88.52,0.073,0.1655,6.02,6.7,0.337,-1.37,1017.8,2.3,1,-0.5,0.866,-0.866,-0.5,0.145,0.226,0.0024,86.68,150.6,0
33.46,41.53,21.29,65.8,0.88,1.51,1.86,33.97,44.6,0.806,3.0178,38.4,34.64,0.175,16.28,1010.5,4.39,0,-0.5,-0.866,0.0,-1.0,0.414,0.408,0.133,29.92,21.9,0
14.15,82.92,12.27,69.6,2.09,9.62,6.91,12.86,82.83,0.171,0.2758,15.96,12.45,0.182,6.17,1013.2,1.63,0,0.866,-0.5,-0.9659,-0.2588,0.287,0.13,0.0063,88.72,93.3,0
30.75,39.31,13.82,277.5,0.36,0.09,0.66,32.19,39.78,0.782,2.6878,34.16,33.55,0.151,17.07,1015.8,4.5,1,0.0,-1.0,0.7071,-0.7071,0.238,0.25,0.0454,15.42,22.5,0
33.07,9.36,38.4,182.1,0.0,0.24,0.08,35.24,10.12,3.531,4.5759,40.03,36.49,0.022,10.6,1004.6,11.64,1,-0.5,-0.866,-0.866,-0.5,0.846,0.728,1.9654,8.34,22.7,1
21.56,60.59,7.75,26.5,0.7,5.94,5.81,20.46,65.15,0.356,1.0145,23.12,19.67,0.259,19.07,1024.7,0.57,0,1.0,0.0,0.9659,0.2588,0.15,0.084,0.0044,67.41,135.5,0
47.99,78.99,13.0,152.7,0.0,0.0,0.0,49.71,78.99,0.608,2.3444,59.37,47.99,0.0,23.87,1019.6,7.52,1,0.5,-0.866,-0.866,-0.5,0.028,0.0,0.0,100.0,180.0,0
41.35,9.52,44.27,130.3,0.0,0.19,0.17,42.05,10.76,4.343,7.1682,51.2,48.74,0.044,13.7,1002.9,11.86,1,-0.866,-0.5,-0.9659,-0.2588,0.427,0.6,1.0055,2.36,15.9,1
24.14,90.89,10.84,191.8,0.92,8.48,34.59,22.94,100.02,0.266,0.274,23.91,22.55,0.25,23.1,1021.6,1.67,1,0.5,0.866,-0.9659,-0.2588,0.274,0.19,0.0136,73.33,126.0,0
8.44,54.12,11.18,252.7,0.73,5.63,8.14,6.25,63.18,0.156,0.507,9.48,8.51,0.211,4.62,1023.6,0.91,1,-0.0,1.0,-0.9659,-0.2588,0.188,0.024,0.0007,51.54,173.8,0
38.89,69.02,25.73,254.8,0.0,0.0,0.0,40.19,69.02,0.564,2.1535,41.64,38.89,0.01,7.71,1016.0,2.58,1,-0.866,0.5,0.5,0.866,0.013,0.0,0.0,100.0,180.0,0
20.9,75.22,4.18,252.0,1.75,16.03,0.98,19.75,82.95,0.278,0.6123,20.23,21.51,0.189,16.46,1016.0,1.59,1,1.0,0.0,0.2588,-0.9659,0.417,0.297,0.034,71.43,168.8,0
43.75,19.2,30.57,330.5,0.0,0.38,0.33,44.55,23.68,2.279,7.257,52.52,47.37,0.072,19.98,1005.1,7.53,1,-0.866,-0.5,-0.7071,-0.7071,0.459,0.923,0.9168,3.97,16.0,1
33.3,33.35,10.74,167.6,0.16,3.13,1.51,34.92,35.36,0.999,3.4101,34.57,35.48,0.106,20.08,1017.7,4.98,0,0.0,-1.0,-0.2588,-0.9659,0.348,0.22,0.0741,29.95,23.4,1
6.9,61.72,6.98,185.4,1.25,2.16,0.97,5.18,67.7,0.112,0.381,5.62,6.3,0.405,0.32,1019.2,0.43,0,0.866,0.5,-1.0,-0.0,0.424,0.147,0.0068,100.62,152.1,0
8.32,46.69,2.05,278.8,0.33,1.95,12.36,9.03,52.25,0.178,0.5846,6.55,7.37,0.371,3.65,1016.4,2.79,1,-0.5,0.866,0.0,-1.0,0.232,0.067,0.0027,110.66,114.3,0
29.95,41.2,17.66,260.7,0.14,1.6,3.18,31.26,45.43,0.727,2.4875,30.97,33.33,0.113,18.6,1016.0,3.21,1,-1.0,-0.0,-0.2588,-0.9659,0.37,0.399,0.1047,24.09,47.4,1
12.07,48.34,6.49,157.8,1.14,3.97,11.32,9.72,48.27,0.25,0.7279,12.18,13.61,0.27,8.47,1023.9,1.28,1,-0.866,0.5,-0.866,0.5,0.225,0.296,0.0163,93.51,107.7,0
29.01,41.43,13.5,195.7,0.31,0.04,1.35,28.91,45.87,0.7,2.3475,30.1,29.3,0.133,13.27,1017.8,5.72,1,-1.0,-0.0,-0.2588,-0.9659,0.451,0.131,0.0402,13.56,46.7,0
28.99,47.88,18.18,14.1,0.08,0.76,1.99,29.84,47.11,0.605,2.086,30.47,29.37,0.162,16.52,1012.1,4.5,1,-0.866,-0.5,-0.7071,-0.7071,0.417,0.16,0.0396,24.02,50.3,0
44.77,82.89,15.58,204.0,0.0,0.0,0.0,45.59,82.89,0.54,1.6204,58.44,44.77,0.0,33.41,1010.5,4.14,0,0.5,0.866,0.5,-0.866,0.016,0.0,0.0,100.0,180.0,0
12.81,74.71,11.57,227.7,2.4,1.22,12.16,13.73,74.89,0.171,0.3741,11.22,12.45,0.366,11.41,1014.0,0.42,0,0.5,-0.866,-0.7071,0.7071,0.187,0.284,0.009,143.11,141.5,0
23.86,57.46,7.06,337.7,0.01,7.89,11.27,23.85,67.45,0.415,1.2587,25.09,24.68,0.302,22.53,1020.9,0.16,1,0.5,0.866,0.866,-0.5,0.445,0.224,0.0407,52.82,156.6,0
33.62,23.41,44.63,118.1,0.0,0.05,0.31,34.82,27.54,1.436,3.988,46.67,38.42,0.054,3.69,1005.6,11.59,1,-0.866,-0.5,-0.866,-0.5,0.567,0.664,0.5186,0.69,6.8,1
30.26,41.99,13.01,67.4,0.33,1.56,2.94,30.67,47.72,0.721,2.4985,34.09,32.57,0.104,12.63,1009.9,5.56,0,0.0,-1.0,-0.9659,0.2588,0.309,0.216,0.047,31.12,32.6,0
13.79,57.22,13.3,349.5,3.94,4.5,13.55,14.14,64.63,0.241,0.6748,13.7,14.94,0.446,9.62,1017.8,2.21,1,0.866,-0.5,-0.866,-0.5,0.205,0.113,0.0055,103.92,129.7,0
31.82,47.24,17.11,249.9,0.01,1.07,2.87,32.9,50.53,0.674,2.4826,35.47,34.77,0.164,16.79,1009.8,5.32,1,0.0,-1.0,-0.2588,-0.9659,0.401,0.317,0.0837,29.82,31.0,1
30.44,32.57,19.49,47.2,0.17,4.99,0.63,30.93,36.91,0.935,2.9346,31.69,30.74,0.139,16.29,1008.4,3.57,1,-1.0,-0.0,-0.2588,-0.9659,0.386,0.242,0.0847,25.29,50.1,0
16.41,88.22,9.34,127.8,0.13,19.0,11.5,13.74,93.79,0.186,0.2199,14.79,16.52,0.183,8.78,1016.2,2.06,0,-0.0,1.0,0.2588,-0.9659,0.564,0.286,0.0297,111.6,166.0,0
16.65,53.75,13.94,223.0,0.28,4.23,24.18,15.13,58.65,0.31,0.8764,16.8,14.79,0.281,14.18,1017.6,2.72,1,1.0,0.0,-0.9659,0.2588,0.447,0.014,0.0019,61.08,144.1,0
16.58,68.74,14.49,32.4,2.37,6.18,9.25,15.87,75.32,0.241,0.5898,17.66,14.7,0.362,13.81,1022.2,0.87,1,-0.5,0.866,0.5,-0.866,0.153,0.051,0.0019,71.12,153.6,0
29.3,39.83,21.95,25.7,0.05,0.65,4.92,30.48,42.89,0.736,2.4527,32.82,31.74,0.105,15.91,1008.8,5.38,1,-0.866,-0.5,0.0,-1.0,0.489,0.391,0.137,27.7,21.5,0
37.48,69.5,6.4,252.5,0.0,0.0,0.0,39.26,69.5,0.539,1.964,42.3,37.48,0.0,15.24,1006.1,2.36,0,-0.866,0.5,0.7071,-0.7071,0.021,0.0,0.0,100.0,180.0,0
32.44,36.37,13.12,195.6,0.72,1.86,1.49,33.75,38.52,0.892,3.1013,33.5,34.16,0.099,18.65,1011.6,3.92,1,0.0,-1.0,-0.2588,-0.9659,0.304,0.289,0.0762,26.23,43.3,1
31.42,43.81,12.96,90.9,0.98,0.37,0.42,30.54,48.55,0.717,2.5857,33.38,34.68,0.109,19.46,1010.2,4.85,1,-1.0,-0.0,-0.9659,-0.2588,0.284,0.371,0.0737,16.66,60.9,1
34.75,8.83,15.54,347.2,0.0,0.0,0.0,37.24,8.83,3.937,5.057,47.21,34.75,0.01,4.64,1012.1,8.7,1,1.0,0.0,-0.9659,-0.2588,0.033,0.0,0.0,100.0,180.0,0
7.35,60.46,10.0,106.5,0.24,13.18,4.25,5.38,69.38,0.122,0.4057,8.93,8.16,0.381,3.41,1023.4,1.14,1,0.5,-0.866,0.9659,0.2588,0.205,0.069,0.0017,100.61,85.3,0
50.74,51.03,24.12,271.0,0.0,0.0,0.0,50.86,51.03,0.994,6.2656,64.33,50.74,0.0,15.9,1005.4,11.58,0,0.5,-0.866,0.9659,0.2588,0.025,0.0,0.0,100.0,180.0,0
28.16,39.58,16.84,51.3,0.21,0.47,1.23,27.88,38.8,0.711,2.3048,29.7,31.5,0.162,16.58,1017.4,4.9,1,0.0,-1.0,0.7071,-0.7071,0.244,0.47,0.0795,26.38,68.0,0
35.24,22.91,42.27,130.4,0.0,0.03,0.02,36.54,25.11,1.538,4.3921,47.39,43.32,0.079,12.92,1003.7,6.2,1,-0.866,-0.5,-0.7071,-0.7071,0.607,0.834,0.7463,7.6,3.9,1
33.32,32.67,19.44,2.9,0.81,3.21,3.74,33.34,33.94,1.02,3.448,35.15,34.76,0.173,20.45,1011.9,4.52,1,-1.0,-0.0,-1.0,-0.0,0.466,0.412,0.1901,12.67,28.0,0
34.11,20.6,6.31,167.1,0.0,0.0,0.0,37.06,20.6,1.655,4.2483,45.25,34.11,0.0,14.98,1019.9,3.76,1,-1.0,-0.0,-0.866,0.5,0.012,0.0,0.0,100.0,180.0,0
35.4,15.86,26.93,15.1,0.0,0.01,0.58,35.4,17.69,2.231,4.8351,47.31,45.28,0.071,7.32,1007.9,11.66,1,-0.5,-0.866,-0.7071,-0.7071,0.819,0.799,1.3748,4.32,0.1,1
23.92,83.96,9.93,242.7,1.48,7.42,9.39,24.46,85.02,0.285,0.4763,23.17,25.19,0.446,18.83,1019.0,1.99,0,-0.0,1.0,-0.2588,-0.9659,0.452,0.295,0.0376,103.68,162.6,0
10.13,60.33,11.7,44.3,12.33,12.46,26.25,9.14,62.07,0.168,0.4913,10.61,9.89,0.363,6.27,1024.8,2.91,0,0.866,0.5,0.866,0.5,0.372,0.083,0.0051,128.25,137.1,0
33.14,37.48,10.55,0.4,0.85,4.29,0.33,33.82,42.78,0.884,3.1693,37.01,36.88,0.135,17.12,1013.1,3.99,1,-0.5,-0.866,-0.9659,-0.2588,0.287,0.323,0.0798,19.63,39.0,0
33.07,49.83,11.0,114.6,0.03,0.82,1.67,34.18,52.73,0.664,2.5327,35.91,35.35,0.122,17.69,1013.9,3.7,1,0.0,-1.0,-0.5,-0.866,0.306,0.498,0.0991,23.24,49.9,0
20.47,71.62,12.17,24.4,4.84,1.23,4.66,20.14,69.77,0.286,0.6831,19.47,21.72,0.277,17.99,1019.7,0.06,0,-0.0,1.0,-0.2588,-0.9659,0.349,0.052,0.0051,128.93,167.7,0
32.07,34.89,11.45,48.8,2.58,1.63,3.07,33.63,41.74,0.919,3.1083,34.88,35.85,0.11,16.27,1017.5,5.65,0,-0.5,-0.866,0.5,-0.866,0.258,0.211,0.0486,30.03,37.7,1
27.94,87.8,16.78,210.9,0.0,0.0,0.0,29.33,87.8,0.318,0.4595,34.54,27.94,0.0,1.47,1014.8,9.27,1,0.866,-0.5,0.0,1.0,0.037,0.0,0.0,100.0,180.0,0
38.94,13.48,38.3,155.5,0.0,0.08,0.71,41.67,15.46,2.89,6.0304,53.48,43.47,0.019,11.0,1008.6,8.64,1,-0.866,-0.5,-0.5,-0.866,0.505,0.94,1.2781,3.51,23.6,1
29.25,44.29,18.81,79.6,0.25,3.15,1.56,30.89,45.39,0.66,2.2642,34.08,31.46,0.149,13.36,1014.3,4.85,1,0.0,-1.0,-0.2588,-0.9659,0.316,0.129,0.0263,24.2,61.9,0
19.47,76.84,5.22,283.0,0.74,4.88,14.07,18.36,82.05,0.253,0.524,17.8,21.27,0.323,13.92,1016.6,0.87,0,1.0,0.0,-0.2588,0.9659,0.42,0.219,0.023,61.48,125.4,0
19.3,48.13,9.58,261.9,0.45,0.04,4.87,19.64,53.21,0.401,1.1609,18.46,19.58,0.41,16.22,1022.2,2.17,0,-0.866,0.5,-1.0,-0.0,0.394,0.192,0.0296,82.79,154.5,0
29.39,47.11,13.27,296.0,0.09,2.18,0.95,29.34,50.41,0.624,2.167,32.07,32.61,0.163,16.78,1011.6,5.32,1,-0.866,-0.5,-1.0,-0.0,0.273,0.186,0.031,23.65,28.0,0
32.82,33.09,10.25,334.0,0.69,0.7,1.75,34.47,33.96,0.992,3.3327,35.7,34.16,0.09,16.83,1011.9,3.17,1,-1.0,-0.0,-0.7071,-0.7071,0.278,0.334,0.0895,32.15,67.8,0
33.5,88.77,15.8,137.6,0.0,0.0,0.0,36.4,88.77,0.377,0.5806,36.07,33.5,0.01,6.14,1017.2,7.68,1,0.866,-0.5,0.0,1.0,0.005,0.0,0.0,100.0,180.0,0
31.91,47.49,9.96,42.7,0.0,0.0,0.0,34.8,47.49,0.672,2.4837,35.1,31.91,0.0,5.65,1015.7,9.8,0,-0.0,1.0,0.7071,0.7071,0.016,0.0,0.0,100.0,180.0,0
8.14,60.93,8.49,127.7,1.36,3.15,4.79,5.57,58.98,0.134,0.4231,7.4,9.46,0.384,1.73,1020.0,0.35,0,0.866,-0.5,-0.7071,0.7071,0.416,0.209,0.0114,69.31,108.8,0
6.01,52.81,3.31,108.7,0.29,3.19,6.85,6.14,53.87,0.114,0.4416,5.25,4.57,0.446,2.18,1020.7,2.13,1,0.5,-0.866,0.7071,-0.7071,0.35,0.289,0.0113,68.75,112.3,0
35.26,16.72,19.39,186.0,0.0,0.11,0.43,38.04,19.32,2.109,4.7497,40.48,39.6,0.025,13.99,1003.9,7.14,1,-0.866,-0.5,-0.2588,-0.9659,0.361,0.719,0.517,2.08,12.2,1
36.37,23.55,24.24,41.1,0.0,0.34,0.05,39.17,25.3,1.544,4.6344,47.54,43.48,0.055,12.7,998.2,7.63,1,-0.866,-0.5,-0.9659,-0.2588,0.553,0.67,0.5491,4.13,20.3,1
43.23,22.23,21.46,328.8,0.0,0.12,0.03,43.23,24.45,1.945,6.7985,58.18,47.34,0.047,22.19,1005.3,6.3,1,-0.5,-0.866,0.0,-1.0,0.409,0.357,0.2721,8.26,23.3,1
40.13,23.11,19.27,326.7,0.0,0.04,0.05,41.01,24.83,1.737,5.7103,47.96,43.9,0.026,11.05,1003.3,6.79,1,-0.5,-0.866,-0.5,-0.866,0.807,0.594,0.7971,5.72,24.1,1
47.39,51.15,24.4,139.9,0.0,0.0,0.0,49.92,51.15,0.926,5.2873,54.69,47.39,0.0,26.79,1015.1,8.47,0,0.5,0.866,-0.866,0.5,0.04,0.0,0.0,100.0,180.0,0
32.2,31.35,15.09,151.6,0.19,0.57,18.96,33.26,35.26,1.027,3.3001,36.33,34.24,0.152,19.54,1009.4,3.38,0,0.0,-1.0,0.5,-0.866,0.478,0.194,0.0922,18.21,61.2,0
16.69,50.49,11.56,213.0,1.29,4.01,28.25,14.33,57.91,0.331,0.9407,16.9,15.57,0.3,9.62,1020.1,0.68,0,0.5,-0.866,0.2588,-0.9659,0.317,0.052,0.0054,146.52,162.8,0
47.21,53.59,26.42,348.7,0.0,0.0,0.0,47.32,53.59,0.881,4.9789,47.92,47.21,0.01,34.0,1005.6,11.17,1,-1.0,-0.0,-0.9659,0.2588,0.015,0.0,0.0,100.0,180.0,0
33.54,18.98,16.93,303.1,0.0,0.07,0.02,35.39,20.75,1.767,4.201,47.72,43.38,0.069,12.19,1005.8,6.82,1,-0.5,-0.866,-0.866,-0.5,0.365,0.476,0.292,5.77,10.3,1
29.81,39.06,16.54,296.7,0.68,0.61,3.5,30.65,46.92,0.763,2.5574,33.88,31.77,0.146,15.31,1012.1,3.33,1,-0.866,-0.5,-0.2588,-0.9659,0.355,0.362,0.0956,11.17,36.9,0
23.88,53.99,5.68,103.6,1.57,3.25,19.49,22.79,62.67,0.442,1.3633,23.55,23.55,0.359,20.23,1018.5,1.77,0,-0.0,1.0,0.866,-0.5,0.297,0.261,0.0337,57.45,102.7,0
35.18,13.88,30.37,155.0,0.0,0.08,0.17,36.68,14.18,2.535,4.8912,48.86,41.4,0.037,10.13,1001.4,11.76,1,-0.5,-0.866,-0.866,-0.5,0.833,0.302,0.5954,2.02,2.7,1
32.7,83.86,2.69,214.0,0.0,0.0,0.0,34.63,83.86,0.39,0.7981,41.45,32.7,0.01,9.89,1018.5,11.26,0,0.0,-1.0,0.9659,-0.2588,0.037,0.0,0.0,100.0,180.0,0
33.72,41.35,13.95,102.3,0.38,0.66,2.55,35.43,44.36,0.816,3.0721,36.07,36.96,0.162,18.08,1017.9,5.1,1,0.0,-1.0,-0.866,-0.5,0.461,0.137,0.0501,31.56,58.0,1
35.96,27.94,25.41,204.9,0.0,0.0,0.0,36.4,27.94,1.287,4.2713,47.46,35.96,0.01,18.84,1011.0,9.44,1,0.5,-0.866,-0.5,0.866,0.037,0.0,0.0,100.0,180.0,0
32.64,44.3,13.31,134.9,0.5,2.1,1.53,33.51,49.27,0.737,2.7456,35.42,35.25,0.105,18.8,1012.2,4.75,0,-0.866,-0.5,-1.0,-0.0,0.292,0.373,0.0785,24.45,42.3,0
22.16,88.39,3.15,9.2,2.94,1.77,13.42,19.38,97.03,0.251,0.31,21.13,21.22,0.316,16.74,1022.4,0.21,0,1.0,0.0,0.9659,0.2588,0.291,0.297,0.0214,99.38,135.0,0
37.62,73.12,25.12,275.1,0.0,0.0,0.0,39.0,73.12,0.515,1.7448,51.83,37.62,0.0,20.35,1006.8,2.83,1,-0.0,1.0,-0.2588,0.9659,0.03,0.0,0.0,100.0,180.0,0
18.77,92.35,6.3,115.8,0.28,0.01,43.42,16.77,95.59,0.203,0.1656,17.41,18.81,0.254,14.98,1013.9,0.04,1,0.5,0.866,-0.866,0.5,0.485,0.177,0.0172,109.33,126.0,0
23.22,88.72,4.78,117.6,5.52,15.33,6.62,21.87,87.29,0.262,0.3212,23.17,22.2,0.31,18.13,1023.4,1.63,0,-0.0,1.0,-1.0,-0.0,0.267,0.15,0.0104,135.57,100.3,0
11.84,69.13,4.11,146.4,3.2,9.45,29.44,11.14,74.08,0.171,0.4285,10.11,13.78,0.276,6.98,1016.6,1.69,0,-0.5,0.866,-0.2588,0.9659,0.311,0.143,0.0075,90.76,85.6,0
29.76,36.62,14.97,112.4,0.59,0.56,5.4,29.38,42.1,0.813,2.6524,32.31,33.03,0.103,18.63,1012.9,5.84,0,-1.0,-0.0,-0.2588,-0.9659,0.39,0.294,0.0908,13.46,35.3,0
32.63,33.87,18.13,152.9,0.77,3.66,0.49,33.69,33.7,0.963,3.258,36.63,35.33,0.166,18.45,1012.2,4.02,0,0.0,-1.0,0.2588,-0.9659,0.294,0.161,0.0442,34.28,63.9,0
32.88,35.99,17.84,105.1,0.08,0.99,2.5,32.86,35.22,0.914,3.1986,36.11,33.06,0.155,15.3,1008.6,5.33,0,-1.0,-0.0,-0.866,-0.5,0.336,0.253,0.0755,13.83,60.4,0
22.14,68.46,9.88,147.3,8.85,11.94,6.1,21.02,73.96,0.323,0.841,22.27,20.33,0.385,14.99,1024.4,1.82,0,0.866,-0.5,-0.5,-0.866,0.223,0.058,0.0042,75.01,159.4,0
23.43,58.79,7.95,347.1,0.88,0.79,9.74,22.78,60.61,0.398,1.188,24.2,22.46,0.238,21.61,1015.4,1.38,1,-0.5,0.866,-0.9659,0.2588,0.355,0.078,0.0108,75.59,153.0,0
43.39,17.13,28.79,252.8,0.0,0.34,0.34,43.66,20.89,2.533,7.3075,58.01,49.33,0.066,21.48,1001.7,9.63,1,-0.866,-0.5,-0.866,-0.5,0.564,0.737,0.994,3.76,14.7,1
40.48,12.38,36.07,314.4,0.0,0.21,0.43,40.86,16.06,3.269,6.629,50.17,45.54,0.078,18.15,995.8,8.74,1,-0.5,-0.866,-0.9659,-0.2588,0.453,0.763,1.0451,8.55,20.9,1
33.62,31.2,22.23,97.1,0.0,0.0,0.0,36.28,31.2,1.077,3.5821,41.03,33.62,0.01,12.01,1012.6,13.04,1,-0.866,-0.5,-0.9659,0.2588,0.021,0.0,0.0,100.0,180.0,0
29.46,40.35,20.61,17.4,0.58,3.32,3.27,28.95,46.98,0.73,2.4535,32.87,33.27,0.098,15.33,1017.2,5.47,1,-0.5,-0.866,-0.2588,-0.9659,0.412,0.41,0.1203,22.81,61.2,0
50.43,7.09,13.49,253.6,0.0,0.0,0.0,52.78,7.09,7.115,11.7115,58.68,50.43,0.01,38.59,1017.5,1.94,1,0.866,0.5,-0.7071,-0.7071,0.013,0.0,0.0,100.0,180.0,0
33.64,52.05,8.27,214.6,0.0,0.0,0.0,34.52,52.05,0.646,2.4993,36.22,33.64,0.0,11.31,1005.8,2.57,1,0.5,-0.866,0.866,0.5,0.024,0.0,0.0,100.0,180.0,0
43.9,9.99,41.01,31.9,0.0,0.04,0.2,46.59,13.91,4.396,8.1487,52.85,48.72,0.051,21.03,999.9,11.7,1,-0.5,-0.866,-0.7071,-0.7071,0.439,0.936,1.6428,5.44,1.2,1
28.59,36.78,19.01,86.8,0.06,1.69,1.96,27.99,39.83,0.777,2.4728,31.69,30.63,0.142,17.78,1009.4,3.87,1,0.0,-1.0,-0.866,-0.5,0.499,0.124,0.047,33.33,31.8,0
35.97,12.38,31.17,153.9,0.0,0.07,0.22,36.33,13.29,2.905,5.1973,49.49,45.44,0.014,9.59,998.9,7.4,1,-0.5,-0.866,0.0,-1.0,0.385,0.495,0.5116,2.93,8.6,1
33.7,11.51,35.5,238.1,0.0,0.05,0.47,36.17,14.44,2.928,4.6282,39.48,43.46,0.046,12.41,998.8,10.32,1,-0.866,-0.5,0.0,-1.0,0.475,0.815,1.0442,4.52,11.6,1
31.39,31.72,14.62,260.4,0.8,0.35,0.63,30.91,36.58,0.99,3.1356,33.26,32.02,0.153,15.51,1008.4,5.58,0,-1.0,-0.0,-0.9659,0.2588,0.429,0.33,0.1357,32.47,48.5,0
19.64,47.21,13.88,214.5,5.68,0.05,35.79,17.95,46.28,0.416,1.2073,18.85,21.02,0.41,16.44,1019.8,0.25,1,0.866,-0.5,1.0,0.0,0.168,0.001,0.0001,69.54,168.0,0
30.69,88.68,15.27,104.0,0.0,0.0,0.0,32.48,88.68,0.346,0.4998,32.71,30.69,0.01,14.18,1006.7,1.28,1,-0.0,1.0,0.9659,-0.2588,0.009,0.0,0.0,100.0,180.0,0
33.46,43.31,16.72,211.9,1.98,2.37,1.77,34.17,42.82,0.772,2.9252,37.82,35.66,0.17,22.6,1010.9,3.24,1,0.0,-1.0,-0.866,-0.5,0.356,0.485,0.1304,12.06,61.9,1
35.68,14.03,18.49,85.5,0.0,0.03,0.36,37.7,17.38,2.544,5.0193,49.26,44.38,0.075,14.13,1008.1,9.67,1,-0.866,-0.5,-0.2588,-0.9659,0.519,0.65,0.8005,5.08,9.5,1
34.36,17.23,26.73,289.0,0.0,0.22,0.07,35.34,17.58,1.995,4.4922,41.79,39.9,0.025,9.54,997.6,7.27,1,-0.5,-0.866,-0.5,-0.866,0.684,0.816,1.0528,3.39,13.4,1
34.08,8.57,36.99,205.9,0.0,0.05,0.01,35.56,9.7,3.977,4.8859,43.91,43.6,0.028,6.16,1002.2,9.59,1,-0.5,-0.866,-0.5,-0.866,0.489,0.806,1.4036,5.24,18.6,1
39.7,16.99,24.09,327.5,0.0,0.03,0.22,41.77,20.58,2.336,6.0252,54.37,49.42,0.08,14.43,997.2,11.87,1,-0.866,-0.5,-0.9659,-0.2588,0.705,0.322,0.5007,2.97,23.4,1
38.47,24.03,20.25,219.9,0.0,0.04,0.02,40.67,25.87,1.601,5.1616,46.29,46.5,0.052,17.56,996.1,11.82,1,-0.866,-0.5,0.0,-1.0,0.595,0.578,0.5285,6.15,1.3,1
15.68,79.03,9.09,219.7,0.24,8.85,73.59,15.99,79.86,0.198,0.3734,16.79,17.08,0.412,9.73,1013.9,0.32,0,0.5,-0.866,-1.0,-0.0,0.586,0.078,0.009,85.54,116.7,0
30.43,48.48,10.56,101.8,0.46,0.9,10.56,30.4,47.66,0.628,2.2398,32.21,31.26,0.092,17.93,1013.8,4.37,1,0.0,-1.0,-0.9659,0.2588,0.322,0.481,0.0951,29.12,66.6,0
23.99,60.42,8.54,85.0,1.09,13.38,5.88,22.36,62.34,0.397,1.1805,25.95,24.38,0.316,16.9,1021.9,2.99,1,0.866,-0.5,0.2588,0.9659,0.452,0.257,0.0454,83.84,81.3,0
